8.3391,3.4132,7.3858,74.466
1.5934,9.426,8.7362,-5.2938
3.615,5.448,4.461,11.235
8.4423,6.2499,3.3747,73.465
6.7166,3.6846,9.5639,48.145
7.027,5.1737,6.1254,51.232
4.9338,5.0461,0.81299,24.23
0.40053,4.1184,0.63847,-3.5574
4.9019,4.5954,0.25918,24.336
4.77,6.2,5.9434,21.323
4.0739,5.0732,6.244,15.598
2.3145,0.51191,8.7742,7.1597
4.7269,2.4474,8.0053,24.623
0.09337,0.87268,9.4077,-0.77059
4.9435,1.8718,5.3208,27.51
8.6829,6.3443,2.3143,77.731
3.5828,3.4211,9.5708,12.998
8.8605,0.55128,4.6801,86.818
8.2164,6.8815,5.4848,68.845
8.9489,7.557,8.7869,81.474
6.9815,2.4978,5.326,53.225
1.8319,4.0157,4.0232,1.1718
2.1711,9.9267,5.1505,-3.0422
4.19,8.7445,5.9925,13.002
7.0038,4.4712,8.196,51.585
3.5956,0.071438,6.81,16.452
7.3851,9.0356,9.702,52.889
8.5054,0.75567,8.8937,80.092
5.8909,3.6641,3.0448,36.93
4.0886,8.2728,7.9674,12.532
3.1506,5.1393,2.6492,7.9379
1.9941,0.47607,7.9139,5.4943
8.3497,1.9708,8.2034,76.097
2.1413,7.7022,2.573,-0.97554
1.0719,1.1266,9.7781,1.0941
8.6875,1.7755,3.9091,82.385
5.8663,9.1445,5.493,31.135
0.38561,9.0436,4.6157,-8.5093
0.062173,0.46292,0.57374,-0.39688
6.6741,0.23824,5.8493,50.979
4.7455,8.0892,3.1827,19.176
3.8756,9.8452,1.1433,9.051
7.3365,5.9328,0.0031054,55.229
4.5379,0.94273,3.3022,24.188
0.88633,9.1006,6.8377,-7.4287
7.8677,8.1404,9.9843,61.627
2.1127,9.3021,5.1263,-2.7259
2.3209,4.4524,0.096003,3.2551
7.0253,0.05143,1.3321,56.328
5.7882,0.28467,2.0604,39.006
5.4662,2.3563,4.7582,32.989
5.774,8.7806,9.6777,30.333
6.6219,8.4718,6.3834,42
5.9773,2.3595,6.2745,39.346
5.9386,3.0172,6.4501,38.188
2.985,0.36673,8.0525,11.529
3.9771,5.7468,2.1494,14.048
8.5189,3.3674,3.0109,77.724
7.0966,4.8366,1.8108,52.622
5.3223,2.6397,8.5601,31.01
5.4727,8.386,1.0741,27.037
3.5521,5.3898,4.4407,10.78
7.362,7.8486,2.647,53.712
5.114,9.6423,4.1785,21.625
3.063,6.416,3.9104,6.0289
8.4967,8.5014,8.0762,72.189
9.66,6.9933,1.8006,95.982
0.19374,7.0261,4.7287,-6.7948
5.8814,3.4398,4.0966,37.033
0.18912,2.9271,3.8086,-2.7022
5.6853,0.028273,8.8862,37.98
7.4651,9.4431,1.8755,53.75
8.9319,7.6965,3.8896,81.015
1.2202,5.3594,5.3478,-2.6505
2.3981,8.6702,7.5318,-0.52119
0.90714,6.539,1.6728,-4.8089
2.1309,0.9417,6.721,5.7302
3.9816,0.99955,6.6776,18.835
2.0747,0.71474,5.8681,5.6644
6.3552,0.53133,0.18403,46.213
2.1034,9.1394,1.8862,-2.6117
8.1042,9.3793,5.9215,64.403
7.1001,1.1097,5.4581,56.402
7.7373,3.5946,4.3707,64.008
2.0026,7.6158,4.1082,-1.6027
7.7635,5.5196,9.6724,62.516
7.3455,3.8615,1.216,57.441
3.185,1.9315,3.9997,11.398
6.4178,4.8393,6.7942,42.767
5.3705,4.8859,5.7015,29.327
8.5758,8.8846,3.4517,73.236
3.1435,8.7651,2.7644,4.2601
6.0972,2.8592,9.8965,40.413
2.3869,2.1842,1.5552,5.8999
8.6118,7.0813,7.2445,75.693
6.0748,5.4599,8.8606,37.518
7.3609,1.9145,9.3014,59.629
6.67,5.0728,4.624,46.086
2.3141,7.3302,4.818,0.33904
2.169,9.1327,5.6206,-2.2591
3.6877,6.9626,6.903,10.325
0.63458,1.0565,1.9123,-0.019268
3.9455,8.8265,5.1017,10.686
1.7654,5.5545,7.4405,-0.67242
8.413,4.8883,2.8013,74.303
9.7018,1.9839,4.9239,101.84
3.7868,2.369,4.4695,15.758
5.2678,0.43485,9.5953,32.583
4.5789,7.7851,9.1391,17.76
9.8434,4.272,6.2314,102.46
9.4289,9.8577,3.5743,88.476
2.3434,0.99192,1.2079,6.8432
5.4538,9.8161,0.96062,25.382
0.050677,2.3404,2.3729,-2.2871
3.1567,5.8416,5.5921,7.2798
9.163,2.7406,2.7036,90.383
3.2121,8.7607,0.45992,4.7689
1.0244,5.2784,1.5945,-3.2047
9.4176,9.8087,9.7513,88.3
9.1518,4.0247,5.9431,88.883
4.3403,9.5672,6.4966,13.611
2.5373,1.1511,5.4998,7.824
3.4654,3.2049,4.6935,12.269
3.9812,9.7768,5.551,10.054
4.899,6.9908,0.16459,21.909
8.9273,4.4623,5.3208,84.162
7.2606,1.5034,5.4402,58.473
8.9972,7.8523,2.8334,82.095
1.5708,0.58673,8.0752,3.4514
5.7961,9.399,8.8528,29.992
6.2878,2.1781,0.5504,43.645
7.7218,3.4425,1.7743,63.906
2.935,5.0778,6.696,6.4716
9.573,6.9225,2.951,94.294
5.1057,3.7758,6.8251,27.398
2.2764,2.2692,1.3351,5.189
4.2878,8.4856,5.3633,14.187
5.8372,0.72615,2.8543,39.184
0.86475,5.7068,4.3312,-4.0943
7.9864,0.67507,2.22,71.094
9.7204,1.8548,5.3611,102.35
8.7265,3.2435,4.9148,81.634
1.9712,2.5321,7.5579,3.3247
0.4912,1.2216,5.908,-0.48913
6.6672,6.8508,6.3037,44.268
4.7175,9.261,9.2868,17.711
7.1805,4.6577,5.7447,54.082
0.52914,8.2177,9.5121,-7.4086
7.3976,2.2571,1.449,59.866
0.14549,3.7979,0.58906,-3.6313
6.0018,5.4484,1.8756,36.575
2.696,5.2138,4.2547,4.7503
6.2016,6.8855,4.5069,37.776
0.79341,0.54469,6.9765,0.87821
6.9243,7.8,4.3669,47.071
8.3854,6.634,2.8031,72.066
7.2554,3.1858,6.6139,56.71
9.6819,8.1846,5.074,95.237
5.602,0.82523,8.8345,36.159
3.5141,7.5236,0.38839,8.3395
2.4902,8.4384,3.1144,0.25281
3.5192,2.4151,8.4897,13.489
3.5092,7.7557,9.0885,8.0682
1,2.32,4.1986,-0.31999
1.7069,0.46064,7.6626,4.1598
9.0157,3.0509,6.8159,87.248
5.3692,4.5581,4.1459,29.64
7.7823,9.1969,1.2377,59.15
1.5072,8.4742,4.2894,-4.6952
8.336,2.0036,8.6631,75.82
0.95489,8.3955,4.3917,-6.5288
1.9437,4.3801,8.355,1.3415
5.851,2.6313,7.1973,37.454
1.51,5.7998,2.5661,-2.0096
1.3989,8.3742,6.3465,-5.0185
1.7662,2.3437,0.10925,2.542
8.1057,3.1808,9.8065,70.628
5.3369,7.9056,7.102,25.914
1.7387,0.26735,7.1496,4.4946
6.9262,6.8905,3.835,48.007
1.6557,1.9785,1.4557,2.4187
7.8879,1.6523,3.7994,68.455
9.1133,7.5954,9.3073,84.571
1.9073,3.2214,8.669,2.3237
3.0001,5.081,7.7992,6.9199
5.0841,2.0968,9.0522,28.835
0.83703,1.2429,3.8699,0.29478
7.7931,3.8187,1.2489,64.707
5.0059,5.6079,8.0944,24.457
8.034,1.2578,6.1026,71.321
4.3091,9.7524,1.3014,13.125
5.8578,3.4033,7.0279,36.768
4.2772,1.2646,8.0926,21.307
9.1136,7.385,7.6458,84.787
9.9168,7.4767,0.35409,100.78
1.5952,2.0346,9.1515,2.1054
9.2372,4.9592,3.439,89.604
6.5808,5.3145,8.7816,44.573
1.7241,6.5877,3.9464,-1.891
9.0733,7.8538,6.636,83.545
7.5841,1.6642,4.3257,63.438
0.58042,0.7412,4.1355,0.17612
9.4249,9.5515,2.3129,88.702
4.4483,3.2588,0.55344,20.976
9.3604,1.1862,2.2709,95.791
7.0801,1.9428,9.763,55.265
0.47258,7.2637,7.2337,-6.5678
8.2398,2.0888,7.5385,74.045
1.7214,2.5581,1.3134,2.1264
7.5621,7.127,9.4674,57.621
4.2246,4.857,8.889,17.215
4.5505,0.21101,9.1614,25.047
5.3422,0.83344,0.19918,33.048
7.2326,1.1125,4.3326,58.431
6.9886,0.49782,0.17784,55.331
8.6147,2.4678,9.2992,80.36
4.3556,5.166,1.6892,18.161
6.5721,9.407,5.3845,40.358
0.7984,4.1932,7.4249,-2.7573
8.9745,4.6662,9.8189,84.85
7.1566,6.2144,5.4847,52.159
8.9609,6.763,7.8468,82.496
5.3421,7.5405,2.7496,26.34
8.6665,3.5792,4.9633,80.195
0.76953,2.5778,1.7212,-1.2161
0.93941,9.3647,6.6414,-7.5428
0.74579,1.2486,0.52187,0.05342
7.127,2.1805,3.5995,55.74
8.8208,8.6116,8.1524,78.015
0.68689,2.397,0.30194,-1.2383
9.3434,1.8539,6.7744,94.79
5.6507,0.81711,6.9779,36.764
8.5011,6.7977,8.3174,73.972
9.2366,2.0538,3.8136,92.498
1.3919,6.0214,4.1459,-2.692
5.5278,8.1408,5.2879,27.944
2.8891,1.4431,3.4966,9.793
7.7951,3.2553,3.3908,65.303
1.4771,3.1286,5.4124,0.53036
3.7204,1.3189,5.9552,16.243
0.905,1.9598,2.6286,-0.23583
2.4698,2.9383,9.9063,5.6312
5.8371,9.4943,8.8418,30.415
2.9804,4.0201,9.3797,7.843
5.5402,9.1185,1.0758,27.115
6.8935,9.2879,9.3136,45.127
3.5477,8.1143,6.6947,8.0199
4.6433,5.1784,3.1536,21.025
3.5399,6.6795,9.5167,9.3914
1.8833,6.4783,9.5745,-1.0481
2.2109,9.095,8.0591,-1.9959
8.1134,6.1915,1.9362,67.749
9.5197,3.2354,9.4072,96.91
8.6716,0.29824,1.3141,83.57
5.8548,3.571,8.287,36.562
9.1204,6.9581,5.247,85.345
0.10537,7.1031,6.1591,-6.9866
2.7195,2.9683,2.5487,7.1469
3.2366,0.58052,7.7452,13.131
4.6445,2.646,6.8932,23.569
7.4623,3.7729,0.025226,59.375
9.6062,4.6982,8.6141,97.188
2.1365,1.6337,6.0313,5.0672
1.9909,8.7031,0.80186,-2.7483
3.4295,1.9565,4.4061,13.234
4.4584,0.21608,9.4102,24.119
5.0467,0.17946,4.9424,30.336
4.3081,3.4372,2.6337,19.431
7.7677,4.2857,9.9385,63.819
8.8676,6.189,1.0615,81.313
7.0418,3.2201,3.0145,53.408
3.8917,0.14682,1.5799,18.89
4.181,7.7045,8.8369,13.957
3.5189,5.1136,7.2029,10.788
6.1296,2.5895,4.8625,41.113
6.7567,2.4256,1.5299,49.984
3.4206,1.6446,3.6108,13.477
0.39104,4.5858,7.501,-4.0418
9.1369,7.2979,2.2453,85.323
2.2227,3.622,4.47,3.541
2.7805,1.6657,7.8188,8.8457
5.322,9.366,3.128,24.28
6.1826,5.4338,4.137,38.973
8.7745,8.8395,1.8433,76.927
1.9145,6.5905,5.1958,-1.0105
6.8893,3.3127,8.6726,51.039
1.4393,3.5462,1.9698,-0.035476
9.9272,5.079,4.9129,103.4
2.1953,3.7424,8.7497,3.272
4.0528,6.4561,7.7788,14.022
8.1911,1.9134,8.5843,73.372
8.5742,4.0608,5.2913,78.029
0.95365,5.0665,3.0306,-3.2034
2.7466,6.4914,4.496,3.7993
5.5218,5.1094,9.1436,30.902
2.5217,1.6792,6.3719,7.2013
6.3958,2.9073,2.6972,44.395
5.7668,3.5903,7.4741,35.432
3.8047,1.2732,2.8676,17.007
5.0949,9.6661,7.8105,21.387
9.0136,8.9191,5.4709,81.339
6.8655,4.2183,9.4346,49.782
7.5596,0.47705,3.0404,64.23
7.4686,9.1519,4.6699,54.096
4.8165,4.68,6.2476,23.335
4.8143,4.9663,5.3103,23.026
8.9044,6.2229,8.1995,81.971
7.859,0.4258,0.63144,69.197
8.6826,5.7432,6.5133,78.328
9.0252,4.0166,5.65,86.463
5.7343,7.9615,9.4937,30.655
9.2004,6.9646,7.729,86.883
8.5289,6.0035,8.9545,75.268
8.9485,7.8424,7.48,81.181
7.0351,4.3323,9.0173,52.196
4.3506,8.6184,7.9892,14.66
5.7827,9.4581,4.1981,29.765
7.6981,4.4015,4.1658,62.558
5.9055,8.0675,6.4048,32.713
5.1628,3.7731,8.4968,28.044
4.8438,6.8058,7.4041,21.501
8.9431,3.0548,9.961,85.867
0.7701,2.5326,1.2714,-1.1695
3.6525,7.7483,5.7288,9.2451
8.712,2.5429,5.9314,82.067
8.2873,7.7195,3.3275,69.247
9.9223,5.7545,9.9927,102.62
5.667,0.17908,2.4011,37.603
5.3426,1.2501,6.0308,32.635
5.6756,2.0452,2.0029,35.843
2.3354,6.945,0.33303,0.84433
8.664,1.0167,2.5114,82.712
8.4744,7.1019,0.61443,73.188
0.46206,2.8848,2.7104,-2.2093
7.3625,0.19379,8.5564,61.375
8.2415,6.0709,9.3453,70.093
4.9631,0.38232,9.8467,29.213
7.9282,7.1455,6.8403,63.639
7.8971,0.047333,5.8404,70.214
2.5772,4.6936,3.6086,4.5257
1.0205,1.3371,1.6972,0.72485
4.3377,3.5351,4.8282,19.618
0.20637,3.1509,0.09392,-2.9019
6.1986,3.5577,7.3912,41.064
1.2001,8.7413,5.7243,-6.1011
6.0237,9.5576,7.3985,32.751
0.76115,4.6138,7.7446,-3.2733
5.6936,9.228,2.505,28.882
5.4526,1.8581,1.0172,33.326
6.696,0.27004,4.3565,51.262
4.2072,8.4917,9.0768,13.416
8.8709,0.27869,7.7579,87.284
9.5255,7.8878,3.476,92.373
1.4496,5.4234,4.8221,-1.8723
4.6938,6.1512,0.94913,20.574
4.1327,7.6967,0.27286,13.515
7.6138,0.40996,9.006,65.174
0.94675,8.2542,3.3637,-6.4111
4.4527,8.2051,6.7913,16.074
0.48645,3.9129,7.2018,-3.1898
8.2811,4.2932,6.9262,72.564
9.0167,6.7405,1.4312,83.577
8.5697,0.5659,2.278,81.443
3.6221,0.13764,1.9917,16.604
0.53903,6.7683,9.3043,-5.9387
6.9331,3.2827,2.982,51.718
7.6614,1.8784,7.7888,64.48
3.5474,4.7947,3.4699,11.337
2.3154,1.3856,8.2365,6.2911
6.8059,3.0006,4.5989,50.126
7.2934,9.3743,2.9605,51.112
1.5913,8.0483,8.8487,-3.9247
3.2312,5.5345,7.5714,8.137
1.1665,4.6086,4.4559,-2.0815
5.8714,5.5515,5.0976,34.793
3.4668,2.7979,5.7025,12.687
3.4288,8.2735,2.3719,6.9121
4.7281,6.9709,2.7921,20.112
4.6314,7.0657,0.73089,19.016
9.6709,6.7716,8.0451,96.426
9.2639,0.14286,8.0766,94.94
8.7868,6.3723,4.544,79.623
2.5444,1.0251,8.8973,7.993
7.398,5.6446,2.7405,56.484
5.1073,5.9263,9.1268,25.265
1.1989,6.367,5.8551,-3.7309
2.8634,8.0585,9.2955,3.0039
2.9919,1.8645,6.6533,10.079
6.6912,6.2182,5.3761,45.246
6.5186,4.9569,4.4565,44.053
4.1211,6.1342,4.0674,14.97
3.3458,3.9094,1.6439,10.631
7.9069,2.4349,3.483,67.991
4.2863,2.305,7.6307,20.353
7.6321,8.2764,5.4122,57.604
6.7469,7.1507,3.3365,45.117
7.5492,3.5785,9.9956,60.961
0.10888,9.9749,3.7666,-9.8542
0.65054,5.4132,1.255,-4.3394
0.2079,8.2786,0.62847,-8.0274
8.5155,6.4315,9.6588,74.597
4.4386,8.8648,6.2091,15.275
9.0592,6.4831,5.0932,84.646
1.2396,5.5137,2.1071,-2.7376
6.6675,2.4899,0.11059,48.633
3.9627,0.067871,8.634,19.597
4.5689,6.9896,9.4088,18.454
8.5875,6.0968,5.3076,76.236
8.9798,9.3768,2.124,80.239
1.6453,5.4377,6.7685,-1.0853
5.3038,4.6606,1.2411,28.774
0.87939,1.3472,6.8869,0.30552
1.2967,3.8785,4.9207,-0.90035
0.48682,2.449,5.9855,-1.7252
3.8611,2.3056,6.7681,16.464
0.5497,9.99,3.3919,-9.1381
6.8059,0.82773,8.3443,52.299
4.505,6.4055,3.335,18.394
1.4159,8.735,1.1599,-5.3145
6.6579,8.6927,0.09639,42.293
7.5225,2.6133,1.8299,61.497
5.9071,5.6878,3.0606,35.113
4.6111,4.6154,5.7024,21.258
1.5122,8.1453,1.8372,-4.3466
3.7256,5.322,1.8821,12.283
9.4073,0.40119,2.7997,97.504
3.5325,1.2342,3.8476,14.777
8.025,3.6235,4.3283,68.802
5.8103,4.0179,7.8726,35.552
5.5066,1.1764,8.5133,34.653
8.6697,5.8662,6.6226,77.967
7.5712,0.12063,5.0359,64.774
6.1921,6.5194,2.0504,38.014
0.3846,5.8467,6.9145,-5.3142
4.0565,8.3546,4.5141,12.157
2.2147,7.6814,6.5958,-0.56172
4.6997,5.8334,6.5078,20.953
7.7179,3.7326,6.062,63.552
9.1366,8.2033,8.8735,84.41
4.1364,0.10568,5.6454,21.141
8.8364,1.2845,6.3752,85.634
8.2962,3.5609,6.0455,73.563
3.1283,9.2493,8.8922,3.6657
3.0422,7.7841,1.4125,4.5131
2.2429,8.0959,0.22327,-0.82251
1.4706,7.4826,8.3318,-3.8491
7.7455,1.1419,8.7497,66.596
2.1085,5.186,5.5841,1.368
5.7517,4.2302,2.9065,34.604
2.9009,2.0572,8.2826,9.2588
3.4885,1.5525,1.2625,14.105
1.3812,3.7607,2.7155,-0.47198
1.4211,2.6799,8.2513,0.76065
8.8331,2.355,3.2623,84.503
0.94307,4.8255,8.4129,-2.993
4.7427,2.5953,2.6748,24.64
2.9822,3.5018,7.2719,8.3737
2.5602,6.5018,5.7461,2.6129
4.505,7.7404,2.037,17.06
3.4523,6.371,7.4714,8.9999
9.8483,6.6361,0.62632,100.2
1.8149,4.3163,0.44844,0.79232
9.8286,8.8791,7.5099,97.551
8.305,7.1286,7.3342,70.15
6.6065,5.7208,5.7346,44.532
5.2472,0.6906,7.0697,32.09
2.1697,9.6293,1.6388,-2.7518
5.4282,9.6796,8.5669,25.214
4.6784,6.6951,5.3059,19.871
7.2524,5.8791,5.9937,53.97
4.6361,8.282,8.0184,17.848
9.9352,8.9268,6.7232,99.717
0.16076,1.11,7.9524,-0.92343
7.8393,0.77635,8.2225,68.517
7.5984,8.2376,0.42141,57.096
4.9919,6.9254,3.4972,22.985
0.041656,7.2443,7.7863,-7.2009
6.1482,2.8082,2.3335,41.14
0.31396,1.9954,4.6765,-1.5828
6.2991,6.7742,9.2476,39.203
9.3566,9.9886,8.3421,86.913
9.5671,7.3531,9.2252,93.743
0.060399,5.6123,8.9346,-5.5482
1.1889,9.2016,1.3178,-6.5992
5.7485,1.2133,2.5878,37.581
5.2034,2.5566,2.5392,29.722
6.6532,4.8525,5.2173,46.066
2.2827,3.9549,5.3287,3.5385
0.4681,0.0039718,1.3649,0.68324
4.0675,0.6457,7.3623,19.967
7.9371,4.9576,0.99803,65.977
0.85867,8.1905,9.2208,-6.5945
4.4485,5.1485,7.8158,19.089
9.2644,3.685,6.3071,91.408
2.2609,2.6318,3.8119,4.7408
8.9897,3.1851,2.697,86.62
1.4224,1.857,5.9293,1.5884
1.2214,0.83504,8.9116,1.8781
9.3452,8.0686,6.4591,88.609
7.4283,7.6764,5.4148,54.931
2.1108,1.9897,6.8981,4.5765
3.5416,6.1091,0.37899,9.9752
5.4013,9.0454,1.2487,25.53
8.9525,5.1991,7.182,83.901
2.3644,6.1023,4.0378,1.8526
4.5436,2.4301,0.65821,22.758
2.4508,4.3845,0.76974,4.0728
8.4087,5.3863,1.6172,73.729
2.8416,8.6206,7.0469,2.2957
5.8954,8.5521,2.1943,32.099
5.6124,5.9796,6.0024,31.132
4.8264,6.0967,9.63,22.024
9.2341,8.6444,0.43538,85.858
7.8492,4.7828,9.0605,64.677
0.80429,0.17696,2.6589,1.2742
4.5419,9.7261,4.8087,15.445
2.7393,1.6266,6.1294,8.6163
6.6492,6.3721,5.2636,44.489
6.3366,4.3293,7.6279,42.16
0.98071,7.126,3.8078,-5.1835
3.9571,9.8881,2.2053,9.7277
1.6085,1.9148,9.002,2.2811
9.7098,9.3586,1.3082,94.632
9.5772,4.5976,2.0899,96.701
3.917,6.0277,1.7249,13.232
4.2249,4.9565,2.998,17.118
8.5707,2.2237,9.7562,79.804
0.98933,9.7907,1.4726,-7.8226
1.779,4.8527,3.7899,0.091163
4.4613,0.68041,0.68881,23.684
4.1278,9.0251,8.7342,12.141
5.5819,4.9984,5.0534,31.741
2.8478,0.70216,5.9774,10.256
4.4298,3.3153,2.4193,20.738
7.5003,4.06,5.9275,59.694
6.3973,8.6785,5.1205,38.644
8.4337,6.3936,2.4562,73.167
9.7925,4.8424,6.2169,100.84
8.2987,3.042,1.3925,74.126
7.4407,4.8038,0.50842,58.001
0.80892,0.054076,4.749,1.4092
1.2943,3.8135,8.2643,-0.84418
8.3698,3.4521,8.0974,74.972
1.8862,5.1756,6.8477,0.2683
5.2452,0.21029,3.7902,32.547
9.3437,5.6624,1.9789,90.986
2.5674,8.715,8.2796,0.44385
9.0702,3.8678,9.7513,87.472
8.7394,0.46139,3.6143,84.655
2.9458,3.5597,8.4944,8.0641
2.7702,8.0526,7.3694,2.3914
4.7727,7.926,4.548,19.625
3.5906,7.8096,9.0314,8.6733
7.5253,9.782,0.66782,54.373
3.091,1.8086,2.7521,10.836
6.989,8.7404,4.871,47.095
5.0208,5.5152,2.919,24.714
2.0468,4.4374,1.0314,1.799
7.3237,3.6448,5.6578,57.315
2.9283,8.0571,6.7957,3.4459
5.3468,5.7561,2.5861,28.179
1.7426,7.6099,4.5615,-2.8306
2.7807,6.6899,8.8636,3.8234
5.2435,6.2141,1.1184,26.524
6.8092,6.497,4.7179,46.678
0.56921,2.1952,1.6244,-1.302
8.6101,2.2222,8.9979,80.522
4.3792,3.4877,0.62399,20.069
8.5223,8.4762,6.4655,72.676
7.9601,4.0913,4.0237,67.232
9.4599,9.959,6.5761,88.992
9.7949,8.5983,5.6324,97.137
7.6293,9.0284,1.3423,56.806
3.552,5.5204,9.1312,10.648
1.9227,5.3087,5.2131,0.31074
7.3907,8.3898,5.8766,53.623
0.30045,2.2161,9.4376,-1.8254
7.6455,1.1262,0.84784,64.972
0.92078,0.38818,7.0887,1.3804
4.8368,3.8374,5.1321,24.394
4.9246,4.6308,6.3831,24.545
0.69816,4.6916,9.7365,-3.506
9.5628,0.15856,9.262,100.85
8.9132,0.095532,1.5523,88.262
3.29,2.6441,8.839,11.47
8.8751,6.9996,4.3554,80.642
0.83607,6.5642,0.15337,-5.0291
5.5322,2.6113,7.3424,33.526
9.245,0.62296,4.962,94.093
2.9727,0.89446,4.2871,10.915
7.1364,0.98162,2.4015,57.083
5.5093,3.3658,8.8196,32.496
2.0583,0.89084,2.4697,5.4038
7.5186,3.9946,3.3079,60.053
1.0948,5.0225,3.7859,-2.7293
0.58258,3.6387,3.7473,-2.7167
2.6502,2.9526,4.7315,6.7213
5.7592,2.7691,5.943,36.159
9.5991,8.1102,6.2222,93.632
3.4292,4.7152,5.7446,10.474
4.7316,9.1586,9.3375,17.961
6.7578,5.3083,5.4229,47.118
2.4375,9.6847,8.6205,-1.3061
4.7332,2.5722,7.9091,24.564
4.9592,1.0312,7.7673,28.521
0.2684,0.89259,3.4267,-0.55215
2.55,6.4421,5.0379,2.6104
8.8804,4.3939,2.1177,83.347
9.3827,8.6026,0.11618,88.815
3.248,3.8311,4.2673,9.9666
0.08061,2.7808,3.0884,-2.6937
1.9653,6.5137,9.3763,-0.68599
4.7453,9.6853,9.5743,17.577
2.2608,1.6107,3.6924,5.7614
4.9876,5.9455,6.3528,23.919
3.7452,3.9294,1.8926,13.842
5.3134,9.2821,8.5255,24.264
7.7285,1.9225,3.6014,65.536
7.5385,1.5945,8.8534,62.773
2.5666,3.1774,0.17792,5.9767
4.5774,8.3946,0.81539,17.135
4.9015,5.4563,5.1111,23.47
5.8856,1.2409,8.5719,39.285
6.723,5.0648,2.7746,46.857
9.3215,5.9325,5.4225,90.28
2.2114,0.58905,2.4623,6.5126
7.5913,1.6205,9.1565,63.599
0.4659,7.5219,1.4402,-6.839
5.1552,4.932,9.8031,26.799
0.23802,4.0369,3.4517,-3.7422
6.6875,2.2882,8.9581,49.122
4.5503,4.2455,0.38123,21.01
1.136,9.2596,7.3501,-6.8331
5.0792,0.2248,8.8619,30.653
1.4831,3.2491,3.2081,0.4335
7.532,8.0861,7.5145,56.177
2.7448,1.2283,0.1278,9.0503
2.2172,2.2217,8.4081,4.9113
